==================================================================
fastsimcoal started on 26/06/2025 at 14:57:49

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
1534	1	data unknown	583.21	0	0
1535	1	data unknown	700.596	0	0
1536	1	data unknown	2924.13	0	0
1537	1	data unknown	1044.72	0	0
1538	1	data unknown	587.894	0	0
1539	1	data unknown	501.919	0	0
1540	1	data unknown	168.457	0	0
1541	1	data unknown	639.694	0	0
1542	1	data unknown	633.442	0	0
1543	1	data unknown	1732.73	0	0
1544	1	data unknown	1160.26	0	0
1545	1	data unknown	464.439	0	0
1546	1	data unknown	1843.59	0	0
1547	1	data unknown	3948.44	0	0
1548	1	data unknown	604.847	0	0
1549	1	data unknown	553.894	0	0
1550	1	data unknown	1030.43	0	0
1551	1	data unknown	581.657	0	0
1552	1	data unknown	565.079	0	0
1553	1	data unknown	1138.42	0	0
1554	1	data unknown	1090.07	0	0
1555	1	data unknown	390.205	0	0
1556	1	data unknown	1918.27	0	0
1557	1	data unknown	3266.72	0	0
1558	1	data unknown	2426.78	0	0
1559	1	data unknown	872.532	0	0
1560	1	data unknown	2045.88	0	0
1561	1	data unknown	537.3	0	0
1562	1	data unknown	560.123	0	0
1563	1	data unknown	391.502	0	0
1564	1	data unknown	1064.59	0	0
1565	1	data unknown	2430.48	0	0
1566	1	data unknown	939.178	0	0
1567	1	data unknown	595.661	0	0
1568	1	data unknown	1526.22	0	0
1569	1	data unknown	1619.76	0	0
1570	1	data unknown	592.14	0	0
1571	1	data unknown	3276.98	0	0
1572	1	data unknown	738.586	0	0
1573	1	data unknown	713.745	0	0
1574	1	data unknown	1336.14	0	0
1575	1	data unknown	2047.11	0	0
1576	1	data unknown	847.126	0	0
1577	1	data unknown	1188.75	0	0
1578	1	data unknown	1277.76	0	0
1579	1	data unknown	3831.49	0	0
1580	1	data unknown	689.175	0	0
1581	1	data unknown	1733.47	0	0
1582	1	data unknown	645.344	0	0
1583	1	data unknown	894.981	0	0
1584	1	data unknown	678.349	0	0
1585	1	data unknown	2018.25	0	0
1586	1	data unknown	3819.82	0	0
1587	1	data unknown	1032.72	0	0
1588	1	data unknown	1299.75	0	0
1589	1	data unknown	1178.34	0	0
1590	1	data unknown	570.595	0	0
1591	1	data unknown	897.621	0	0
1592	1	data unknown	157.852	0	0
1593	1	data unknown	554.379	0	0
1594	1	data unknown	1231.63	0	0
1595	1	data unknown	813.034	0	0
1596	1	data unknown	582.825	0	0
1597	1	data unknown	302.315	0	0
1598	1	data unknown	917.747	0	0
1599	1	data unknown	1752.96	0	0
1600	1	data unknown	1152.49	0	0
1601	1	data unknown	1039.35	0	0
1602	1	data unknown	575.176	0	0
1603	1	data unknown	1549.86	0	0
1604	1	data unknown	1815.98	0	0
1605	1	data unknown	714.806	0	0
1606	1	data unknown	1731.41	0	0
1607	1	data unknown	2063.5	0	0
1608	1	data unknown	1408.38	0	0
1609	1	data unknown	1399.68	0	0
1610	1	data unknown	2573.53	0	0
1611	1	data unknown	576.401	0	0
1612	1	data unknown	1149.14	0	0
1613	1	data unknown	885.49	0	0
1614	1	data unknown	988.224	0	0
1615	1	data unknown	669.106	0	0
1616	1	data unknown	1026.34	0	0
1617	1	data unknown	1303.68	0	0
1618	1	data unknown	699.688	0	0
1619	1	data unknown	1521.59	0	0
1620	1	data unknown	2673.18	0	0
1621	1	data unknown	466.652	0	0
1622	1	data unknown	776.39	0	0
1623	1	data unknown	1187.22	0	0
1624	1	data unknown	2104.03	0	0
1625	1	data unknown	1076.97	0	0
1626	1	data unknown	777.576	0	0
1627	1	data unknown	544.056	0	0
1628	1	data unknown	1016.56	0	0
1629	1	data unknown	818.005	0	0
1630	1	data unknown	501.972	0	0
1631	1	data unknown	1167.67	0	0
1632	1	data unknown	89.9887	0	0
1633	1	data unknown	2208.32	0	0
1634	1	data unknown	859.516	0	0
1635	1	data unknown	1205.14	0	0
1636	1	data unknown	702.934	0	0
1637	1	data unknown	2677.28	0	0
1638	1	data unknown	1635.35	0	0
1639	1	data unknown	886.917	0	0
1640	1	data unknown	623.375	0	0
1641	1	data unknown	862.617	0	0
1642	1	data unknown	1567.68	0	0
1643	1	data unknown	1475.9	0	0
1644	1	data unknown	650.852	0	0
1645	1	data unknown	3349.73	0	0
1646	1	data unknown	746.231	0	0
1647	1	data unknown	1968.12	0	0
1648	1	data unknown	2782.64	0	0
1649	1	data unknown	585.3	0	0
1650	1	data unknown	3104.51	0	0
1651	1	data unknown	1098.06	0	0
1652	1	data unknown	1804.6	0	0
1653	1	data unknown	1607.65	0	0
1654	1	data unknown	1032.11	0	0
1655	1	data unknown	2963.01	0	0
1656	1	data unknown	1932.09	0	0
1657	1	data unknown	1541.04	0	0
1658	1	data unknown	1869.3	0	0
1659	1	data unknown	1163.52	0	0
1660	1	data unknown	1473.14	0	0
1661	1	data unknown	657.722	0	0
1662	1	data unknown	999.321	0	0
1663	1	data unknown	353.813	0	0
1664	1	data unknown	2591.76	0	0
1665	1	data unknown	569.016	0	0
1666	1	data unknown	1799.22	0	0
1667	1	data unknown	926.361	0	0
1668	1	data unknown	1503.67	0	0
1669	1	data unknown	1730.58	0	0
1670	1	data unknown	1087.69	0	0
1671	1	data unknown	1179.79	0	0
1672	1	data unknown	738.453	0	0
1673	1	data unknown	539.41	0	0
1674	1	data unknown	780.468	0	0
1675	1	data unknown	504.269	0	0
1676	1	data unknown	578.556	0	0
1677	1	data unknown	792.419	0	0
1678	1	data unknown	644.108	0	0
1679	1	data unknown	1255.99	0	0
1680	1	data unknown	977.283	0	0
1681	1	data unknown	2084.14	0	0
1682	1	data unknown	1575.46	0	0
1683	1	data unknown	1618.93	0	0
1684	1	data unknown	1266.56	0	0
1685	1	data unknown	546.36	0	0
1686	1	data unknown	1219.1	0	0
1687	1	data unknown	1925.27	0	0
1688	1	data unknown	551.544	0	0
1689	1	data unknown	1966.26	0	0
1690	1	data unknown	799.824	0	0
1691	1	data unknown	890.739	0	0
1692	1	data unknown	807.148	0	0
1693	1	data unknown	533.688	0	0
1694	1	data unknown	1279.24	0	0
1695	1	data unknown	562.706	0	0
1696	1	data unknown	2517.46	0	0
1697	1	data unknown	2511.75	0	0
1698	1	data unknown	3548.3	0	0
1699	1	data unknown	43.7546	0	0
1700	1	data unknown	1031.52	0	0
1701	1	data unknown	1035.32	0	0
1702	1	data unknown	2473.8	0	0
1703	1	data unknown	591.48	0	0
1704	1	data unknown	1471.17	0	0
1705	1	data unknown	1129.58	0	0
1706	1	data unknown	1498.37	0	0
1707	1	data unknown	2117.45	0	0
1708	1	data unknown	512.894	0	0
1709	1	data unknown	998.135	0	0
1710	1	data unknown	224.838	0	0
1711	1	data unknown	1063.56	0	0
1712	1	data unknown	1067.88	0	0
1713	1	data unknown	1441.1	0	0
1714	1	data unknown	966.015	0	0
1715	1	data unknown	722.401	0	0
1716	1	data unknown	907.734	0	0
1717	1	data unknown	1996.51	0	0
1718	1	data unknown	1948.3	0	0
1719	1	data unknown	2340.47	0	0
1720	1	data unknown	1012.21	0	0
1721	1	data unknown	1022.59	0	0
1722	1	data unknown	1165.65	0	0
1723	1	data unknown	2083.23	0	0
1724	1	data unknown	1287.96	0	0
1725	1	data unknown	756.348	0	0
1726	1	data unknown	1746.86	0	0
1727	1	data unknown	1153.35	0	0
1728	1	data unknown	1317.46	0	0
1729	1	data unknown	1747.66	0	0
1730	1	data unknown	1112.58	0	0
1731	1	data unknown	370.598	0	0
1732	1	data unknown	771.992	0	0
1733	1	data unknown	1364.49	0	0
1734	1	data unknown	592.144	0	0
1735	1	data unknown	424.08	0	0
1736	1	data unknown	1841.26	0	0
1737	1	data unknown	1447.51	0	0
1738	1	data unknown	1268.07	0	0
1739	1	data unknown	3909.36	0	0
1740	1	data unknown	1482.12	0	0
1741	1	data unknown	2147.09	0	0
1742	1	data unknown	785.957	0	0
1743	1	data unknown	103.188	0	0
1744	1	data unknown	1189.33	0	0
1745	1	data unknown	1648.86	0	0
1746	1	data unknown	392.151	0	0
1747	1	data unknown	2264.89	0	0
1748	1	data unknown	534.241	0	0
1749	1	data unknown	1193.21	0	0
1750	1	data unknown	4992.91	0	0
1751	1	data unknown	1492.03	0	0
1752	1	data unknown	620.255	0	0
1753	1	data unknown	948.513	0	0
1754	1	data unknown	4359.64	0	0
1755	1	data unknown	1867.9	0	0
1756	1	data unknown	689.335	0	0
1757	1	data unknown	729.58	0	0
1758	1	data unknown	696.533	0	0
1759	1	data unknown	806.683	0	0
1760	1	data unknown	2671.8	0	0
1761	1	data unknown	1019.5	0	0
1762	1	data unknown	2177.32	0	0
1763	1	data unknown	571.602	0	0
1764	1	data unknown	1372.96	0	0
1765	1	data unknown	2132.1	0	0
1766	1	data unknown	2144.82	0	0
1767	1	data unknown	724.072	0	0
1768	1	data unknown	231.514	0	0
1769	1	data unknown	1702.85	0	0
1770	1	data unknown	1027.11	0	0
1771	1	data unknown	1200.42	0	0
1772	1	data unknown	723.549	0	0
1773	1	data unknown	504.322	0	0
1774	1	data unknown	1208.72	0	0
1775	1	data unknown	2048.58	0	0
1776	1	data unknown	835.941	0	0
1777	1	data unknown	859.734	0	0
1778	1	data unknown	1703.18	0	0
1779	1	data unknown	633.713	0	0
1780	1	data unknown	549.076	0	0
1781	1	data unknown	37.8036	0	0
1782	1	data unknown	675.491	0	0
1783	1	data unknown	726.322	0	0
1784	1	data unknown	1027.64	0	0
1785	1	data unknown	138.13	0	0
1786	1	data unknown	3361.03	0	0
1787	1	data unknown	1292.63	0	0
1788	1	data unknown	737.579	0	0
1789	1	data unknown	4214.61	0	0
1790	1	data unknown	1424.74	0	0
1791	1	data unknown	1927.59	0	0
1792	1	data unknown	1017.16	0	0
1793	1	data unknown	4128.37	0	0
1794	1	data unknown	163.422	0	0
1795	1	data unknown	738.396	0	0
1796	1	data unknown	1671.07	0	0
1797	1	data unknown	3417.28	0	0
1798	1	data unknown	1094.95	0	0
1799	1	data unknown	4901.79	0	0
1800	1	data unknown	2454.25	0	0
1801	1	data unknown	655.308	0	0
1802	1	data unknown	547.962	0	0
1803	1	data unknown	1403.34	0	0
1804	1	data unknown	1568.91	0	0
1805	1	data unknown	1950.65	0	0
1806	1	data unknown	2418.48	0	0
1807	1	data unknown	507.324	0	0
1808	1	data unknown	667.374	0	0
1809	1	data unknown	872.566	0	0
1810	1	data unknown	1221.36	0	0
1811	1	data unknown	4127.38	0	0
1812	1	data unknown	1562.49	0	0
1813	1	data unknown	2530.88	0	0
1814	1	data unknown	1157.98	0	0
1815	1	data unknown	721.825	0	0
1816	1	data unknown	1322.54	0	0
1817	1	data unknown	508.457	0	0
1818	1	data unknown	582.451	0	0
1819	1	data unknown	888.046	0	0
1820	1	data unknown	1008.16	0	0
1821	1	data unknown	1409.53	0	0
1822	1	data unknown	1767.37	0	0
1823	1	data unknown	4333.98	0	0
1824	1	data unknown	983.097	0	0
1825	1	data unknown	919.93	0	0
1826	1	data unknown	518.475	0	0
1827	1	data unknown	841.526	0	0
1828	1	data unknown	1055.82	0	0
1829	1	data unknown	720.051	0	0
1830	1	data unknown	1063.83	0	0
1831	1	data unknown	1107.72	0	0
1832	1	data unknown	3657.75	0	0
1833	1	data unknown	2463.02	0	0
1834	1	data unknown	915.585	0	0
1835	1	data unknown	2877.45	0	0
1836	1	data unknown	1371.68	0	0
1837	1	data unknown	760.521	0	0
1838	1	data unknown	525.223	0	0
1839	1	data unknown	1028.52	0	0
1840	1	data unknown	92.7353	0	0
1841	1	data unknown	777.847	0	0
1842	1	data unknown	1048.87	0	0
1843	1	data unknown	722.485	0	0
1844	1	data unknown	1116.58	0	0
1845	1	data unknown	1307.19	0	0
1846	1	data unknown	1351.12	0	0
1847	1	data unknown	2587.51	0	0
1848	1	data unknown	2012.5	0	0
1849	1	data unknown	732.998	0	0
1850	1	data unknown	380.058	0	0
1851	1	data unknown	574.49	0	0
1852	1	data unknown	200.043	0	0
1853	1	data unknown	1075.21	0	0
1854	1	data unknown	1063.29	0	0
1855	1	data unknown	583.992	0	0
1856	1	data unknown	2382.34	0	0
1857	1	data unknown	1931.08	0	0
1858	1	data unknown	488.014	0	0
1859	1	data unknown	99.144	0	0
1860	1	data unknown	4855.92	0	0
1861	1	data unknown	1818.16	0	0
1862	1	data unknown	4676.92	0	0
1863	1	data unknown	1289.87	0	0
1864	1	data unknown	545.544	0	0
1865	1	data unknown	2181.47	0	0
1866	1	data unknown	4228.4	0	0
1867	1	data unknown	1493.4	0	0
1868	1	data unknown	698.078	0	0
1869	1	data unknown	1075.78	0	0
1870	1	data unknown	1827.6	0	0
1871	1	data unknown	1290.55	0	0
1872	1	data unknown	1614.34	0	0
1873	1	data unknown	1070.76	0	0
1874	1	data unknown	1515.16	0	0
1875	1	data unknown	1165.62	0	0
1876	1	data unknown	424.5	0	0
1877	1	data unknown	829.216	0	0
1878	1	data unknown	1773.57	0	0
1879	1	data unknown	622.627	0	0
1880	1	data unknown	758.11	0	0
1881	1	data unknown	2322.79	0	0
1882	1	data unknown	820.549	0	0
1883	1	data unknown	798.477	0	0
1884	1	data unknown	1950.17	0	0
1885	1	data unknown	643.2	0	0
1886	1	data unknown	571.934	0	0
1887	1	data unknown	844.494	0	0
1888	1	data unknown	1884.25	0	0
1889	1	data unknown	947.01	0	0
1890	1	data unknown	767.673	0	0
1891	1	data unknown	2608.04	0	0
1892	1	data unknown	3003.55	0	0
1893	1	data unknown	1207.52	0	0
1894	1	data unknown	1413.89	0	0
1895	1	data unknown	1279.35	0	0
1896	1	data unknown	731.567	0	0
1897	1	data unknown	2695.76	0	0
1898	1	data unknown	688.438	0	0
1899	1	data unknown	1614.46	0	0
1900	1	data unknown	791.958	0	0
1901	1	data unknown	2590.91	0	0
1902	1	data unknown	1379.46	0	0
1903	1	data unknown	515.945	0	0
1904	1	data unknown	2504.15	0	0
1905	1	data unknown	994.274	0	0
1906	1	data unknown	1073.95	0	0
1907	1	data unknown	3741.83	0	0
1908	1	data unknown	675.945	0	0
1909	1	data unknown	554.508	0	0
1910	1	data unknown	551.479	0	0
1911	1	data unknown	2863.47	0	0
1912	1	data unknown	1701.5	0	0
1913	1	data unknown	1286.72	0	0
1914	1	data unknown	1641.26	0	0
1915	1	data unknown	1135.03	0	0
1916	1	data unknown	1515.48	0	0
1917	1	data unknown	2302.19	0	0
1918	1	data unknown	1072.56	0	0
1919	1	data unknown	1719.65	0	0
1920	1	data unknown	4177.15	0	0
1921	1	data unknown	535.618	0	0
1922	1	data unknown	705.807	0	0
1923	1	data unknown	2770.24	0	0
1924	1	data unknown	2000.91	0	0
1925	1	data unknown	796.936	0	0
1926	1	data unknown	775.265	0	0
1927	1	data unknown	923.508	0	0
1928	1	data unknown	1404.11	0	0
1929	1	data unknown	765.663	0	0
1930	1	data unknown	707.726	0	0
1931	1	data unknown	808.491	0	0
1932	1	data unknown	2178.78	0	0
1933	1	data unknown	807.178	0	0
1934	1	data unknown	924.515	0	0
1935	1	data unknown	1597.81	0	0
1936	1	data unknown	2701.57	0	0
1937	1	data unknown	1313.33	0	0
1938	1	data unknown	791.843	0	0
1939	1	data unknown	1100.28	0	0
1940	1	data unknown	2371.22	0	0
1941	1	data unknown	2612.96	0	0
1942	1	data unknown	1232.35	0	0
1943	1	data unknown	2285.66	0	0
1944	1	data unknown	598.4	0	0
1945	1	data unknown	2076.89	0	0
1946	1	data unknown	973.129	0	0
1947	1	data unknown	1024.02	0	0
1948	1	data unknown	2297.47	0	0
1949	1	data unknown	1260.84	0	0
1950	1	data unknown	601.757	0	0
1951	1	data unknown	774.818	0	0
1952	1	data unknown	719.116	0	0
1953	1	data unknown	763.802	0	0
1954	1	data unknown	1546.95	0	0
1955	1	data unknown	4561.56	0	0
1956	1	data unknown	4078.72	0	0
1957	1	data unknown	666.47	0	0
1958	1	data unknown	2351.68	0	0
1959	1	data unknown	594.833	0	0
1960	1	data unknown	1259.99	0	0
1961	1	data unknown	1891.37	0	0
1962	1	data unknown	2162.64	0	0
1963	1	data unknown	1440.14	0	0
1964	1	data unknown	516.788	0	0
1965	1	data unknown	1207.36	0	0
1966	1	data unknown	1618.18	0	0
1967	1	data unknown	1160.21	0	0
1968	1	data unknown	977.386	0	0
1969	1	data unknown	538.891	0	0
1970	1	data unknown	757.42	0	0
1971	1	data unknown	493.24	0	0
1972	1	data unknown	2220.59	0	0
1973	1	data unknown	1116.21	0	0
1974	1	data unknown	1418.4	0	0
1975	1	data unknown	2251.48	0	0
1976	1	data unknown	3712.6	0	0
1977	1	data unknown	1000.21	0	0
1978	1	data unknown	707.382	0	0
1979	1	data unknown	1007.85	0	0
1980	1	data unknown	1256.31	0	0
1981	1	data unknown	2092.66	0	0
1982	1	data unknown	563.107	0	0
1983	1	data unknown	815.395	0	0
1984	1	data unknown	1380.78	0	0
1985	1	data unknown	1505.29	0	0
1986	1	data unknown	1120.67	0	0
1987	1	data unknown	1449.12	0	0
1988	1	data unknown	3226.31	0	0
1989	1	data unknown	3787.53	0	0
1990	1	data unknown	1590.6	0	0
1991	1	data unknown	620.495	0	0
1992	1	data unknown	3251.27	0	0
1993	1	data unknown	941.135	0	0
1994	1	data unknown	750.183	0	0
1995	1	data unknown	1262.6	0	0
1996	1	data unknown	2578.93	0	0
1997	1	data unknown	3614.26	0	0
1998	1	data unknown	1007.22	0	0
1999	1	data unknown	2870.68	0	0
2000	1	data unknown	844.002	0	0
2001	1	data unknown	5688.68	0	0
2002	1	data unknown	2858.02	0	0
2003	1	data unknown	3872.75	0	0
2004	1	data unknown	963.043	0	0
2005	1	data unknown	690.46	0	0
2006	1	data unknown	317.192	0	0
2007	1	data unknown	955.421	0	0
2008	1	data unknown	1466.73	0	0
2009	1	data unknown	600.933	0	0
2010	1	data unknown	35.8963	0	0
2011	1	data unknown	1988.66	0	0
2012	1	data unknown	630.6	0	0
2013	1	data unknown	1408.72	0	0
2014	1	data unknown	2442.79	0	0
2015	1	data unknown	1736.53	0	0
2016	1	data unknown	2079.9	0	0
2017	1	data unknown	1685.2	0	0
2018	1	data unknown	2276.46	0	0
2019	1	data unknown	1512.8	0	0
2020	1	data unknown	1142.68	0	0
2021	1	data unknown	1264.07	0	0
2022	1	data unknown	1630.77	0	0
2023	1	data unknown	2506.84	0	0
2024	1	data unknown	587.311	0	0
2025	1	data unknown	937.958	0	0
2026	1	data unknown	724.205	0	0
2027	1	data unknown	556.534	0	0
2028	1	data unknown	2265.19	0	0
2029	1	data unknown	654.606	0	0
2030	1	data unknown	677.265	0	0
2031	1	data unknown	984.89	0	0
2032	1	data unknown	165.329	0	0
2033	1	data unknown	2411.17	0	0
2034	1	data unknown	1880.08	0	0
2035	1	data unknown	2648.06	0	0
2036	1	data unknown	910.5	0	0
2037	1	data unknown	994.11	0	0
2038	1	data unknown	663.795	0	0
2039	1	data unknown	507.389	0	0
2040	1	data unknown	718.029	0	0
2041	1	data unknown	892.941	0	0
2042	1	data unknown	1141.44	0	0
2043	1	data unknown	591.801	0	0
2044	1	data unknown	1454.42	0	0
2045	1	data unknown	940.514	0	0
2046	1	data unknown	2413.91	0	0
2047	1	data unknown	1007.38	0	0
2048	1	data unknown	1736.12	0	0
2049	1	data unknown	772.831	0	0
2050	1	data unknown	3025.57	0	0
2051	1	data unknown	1519.63	0	0
2052	1	data unknown	795.284	0	0
2053	1	data unknown	1294.55	0	0
2054	1	data unknown	2070.17	0	0
2055	1	data unknown	3770.16	0	0
2056	1	data unknown	1332.33	0	0
2057	1	data unknown	1651.4	0	0
2058	1	data unknown	1017.54	0	0
2059	1	data unknown	490.99	0	0
2060	1	data unknown	1119.88	0	0
2061	1	data unknown	1709.79	0	0
2062	1	data unknown	813.663	0	0
2063	1	data unknown	1514.93	0	0
2064	1	data unknown	571.404	0	0
2065	1	data unknown	2981.8	0	0
2066	1	data unknown	1074.11	0	0
2067	1	data unknown	2901.34	0	0
2068	1	data unknown	527.302	0	0
2069	1	data unknown	957.42	0	0
2070	1	data unknown	1096.37	0	0
2071	1	data unknown	3615.44	0	0
2072	1	data unknown	1317.23	0	0
2073	1	data unknown	597.172	0	0
2074	1	data unknown	1757.77	0	0
2075	1	data unknown	646.69	0	0
2076	1	data unknown	972.641	0	0
2077	1	data unknown	461.006	0	0
2078	1	data unknown	1497.45	0	0
2079	1	data unknown	2256.15	0	0
2080	1	data unknown	1523.04	0	0
2081	1	data unknown	1741.9	0	0
2082	1	data unknown	2552.04	0	0
2083	1	data unknown	1348.51	0	0
2084	1	data unknown	3943.75	0	0
2085	1	data unknown	681.305	0	0
2086	1	data unknown	728.13	0	0
2087	1	data unknown	681.625	0	0
2088	1	data unknown	2308.22	0	0
2089	1	data unknown	882.488	0	0
2090	1	data unknown	1438.85	0	0
2091	1	data unknown	1079.29	0	0
2092	1	data unknown	986.164	0	0
2093	1	data unknown	828.678	0	0
2094	1	data unknown	626.797	0	0
2095	1	data unknown	1236.59	0	0
2096	1	data unknown	1044.1	0	0
2097	1	data unknown	1779.71	0	0
2098	1	data unknown	741.219	0	0
2099	1	data unknown	1177.67	0	0
2100	1	data unknown	1925.96	0	0
2101	1	data unknown	1060.25	0	0
2102	1	data unknown	1579.69	0	0
2103	1	data unknown	1989.53	0	0
2104	1	data unknown	628.777	0	0
2105	1	data unknown	1945.76	0	0
2106	1	data unknown	810.375	0	0
2107	1	data unknown	2165.95	0	0
2108	1	data unknown	1090.42	0	0
2109	1	data unknown	1660.01	0	0
2110	1	data unknown	1100.48	0	0
2111	1	data unknown	3861.92	0	0
2112	1	data unknown	1632.23	0	0
2113	1	data unknown	801.14	0	0
2114	1	data unknown	1276	0	0
2115	1	data unknown	6038.24	0	0
2116	1	data unknown	1409.22	0	0
2117	1	data unknown	616.52	0	0
2118	1	data unknown	747.139	0	0
2119	1	data unknown	541.744	0	0
2120	1	data unknown	599.491	0	0
2121	1	data unknown	939.69	0	0
2122	1	data unknown	2609.72	0	0
2123	1	data unknown	2152.14	0	0
2124	1	data unknown	538.101	0	0
2125	1	data unknown	2001.81	0	0
2126	1	data unknown	680.244	0	0
2127	1	data unknown	1406.33	0	0
2128	1	data unknown	2645.32	0	0
2129	1	data unknown	2772.32	0	0
2130	1	data unknown	1599.7	0	0
2131	1	data unknown	2915.74	0	0
2132	1	data unknown	617.916	0	0
2133	1	data unknown	1965.56	0	0
2134	1	data unknown	1382.53	0	0
2135	1	data unknown	636.284	0	0
2136	1	data unknown	2366.11	0	0
2137	1	data unknown	1174.28	0	0
2138	1	data unknown	2412.28	0	0
2139	1	data unknown	3100.18	0	0
2140	1	data unknown	817.741	0	0
2141	1	data unknown	2506.45	0	0
2142	1	data unknown	1230.07	0	0
2143	1	data unknown	836.372	0	0
2144	1	data unknown	1665.44	0	0
2145	1	data unknown	644.768	0	0
2146	1	data unknown	1628.8	0	0
2147	1	data unknown	562.702	0	0
2148	1	data unknown	793.301	0	0
2149	1	data unknown	959.541	0	0
2150	1	data unknown	2742.64	0	0
2151	1	data unknown	3159.8	0	0
2152	1	data unknown	1357.15	0	0
2153	1	data unknown	919.807	0	0
2154	1	data unknown	695.084	0	0
2155	1	data unknown	1924.33	0	0
2156	1	data unknown	949.928	0	0
2157	1	data unknown	2808.15	0	0
2158	1	data unknown	1168.26	0	0
2159	1	data unknown	1280.01	0	0
2160	1	data unknown	837.376	0	0
2161	1	data unknown	2753.05	0	0
2162	1	data unknown	520.756	0	0
2163	1	data unknown	2573.39	0	0
2164	1	data unknown	1776.11	0	0
2165	1	data unknown	1283.19	0	0
2166	1	data unknown	1408.18	0	0
2167	1	data unknown	813.042	0	0
2168	1	data unknown	629.681	0	0
2169	1	data unknown	1168.58	0	0
2170	1	data unknown	1485.67	0	0
2171	1	data unknown	824.539	0	0
2172	1	data unknown	556.995	0	0
2173	1	data unknown	1464.61	0	0
2174	1	data unknown	1873.07	0	0
2175	1	data unknown	595.974	0	0
2176	1	data unknown	385.818	0	0
2177	1	data unknown	1604.22	0	0
2178	1	data unknown	1160.14	0	0
2179	1	data unknown	1386.48	0	0
2180	1	data unknown	1492.62	0	0
2181	1	data unknown	1369.15	0	0
2182	1	data unknown	897.945	0	0
2183	1	data unknown	1120.65	0	0
2184	1	data unknown	1377.52	0	0
2185	1	data unknown	2050.22	0	0
2186	1	data unknown	2140.93	0	0
2187	1	data unknown	608.379	0	0
2188	1	data unknown	2978.51	0	0
2189	1	data unknown	824.196	0	0
2190	1	data unknown	2815.44	0	0
2191	1	data unknown	814.152	0	0
2192	1	data unknown	1480.55	0	0
2193	1	data unknown	1287.78	0	0
2194	1	data unknown	4401.59	0	0
2195	1	data unknown	1558.01	0	0
2196	1	data unknown	523.937	0	0
2197	1	data unknown	1027.42	0	0
2198	1	data unknown	1145.75	0	0
2199	1	data unknown	1152.12	0	0
2200	1	data unknown	927.204	0	0
2201	1	data unknown	628.353	0	0
2202	1	data unknown	525.051	0	0
2203	1	data unknown	1230.52	0	0
2204	1	data unknown	584.312	0	0
2205	1	data unknown	1242.75	0	0
2206	1	data unknown	810.913	0	0
2207	1	data unknown	1185.02	0	0
2208	1	data unknown	1558.57	0	0
2209	1	data unknown	665.936	0	0
2210	1	data unknown	5056.21	0	0
2211	1	data unknown	1094.36	0	0
2212	1	data unknown	765.453	0	0
2213	1	data unknown	713.688	0	0
2214	1	data unknown	2448.4	0	0
2215	1	data unknown	1071.27	0	0
2216	1	data unknown	624.191	0	0
2217	1	data unknown	2986.18	0	0
2218	1	data unknown	746.983	0	0
2219	1	data unknown	1620.59	0	0
2220	1	data unknown	659.901	0	0
2221	1	data unknown	1785.55	0	0
2222	1	data unknown	1646.57	0	0
2223	1	data unknown	2435.59	0	0
2224	1	data unknown	773.438	0	0
2225	1	data unknown	1312.75	0	0
2226	1	data unknown	1347.56	0	0
2227	1	data unknown	3629.85	0	0
2228	1	data unknown	1588.42	0	0
2229	1	data unknown	1414.86	0	0
2230	1	data unknown	1347.41	0	0
2231	1	data unknown	4914.77	0	0
2232	1	data unknown	990.932	0	0
2233	1	data unknown	770.054	0	0
2234	1	data unknown	1194.79	0	0
2235	1	data unknown	1259.68	0	0
2236	1	data unknown	1271.24	0	0
2237	1	data unknown	537.136	0	0
2238	1	data unknown	2405.77	0	0
2239	1	data unknown	573.513	0	0
2240	1	data unknown	975.903	0	0
2241	1	data unknown	1418.75	0	0
2242	1	data unknown	1370.85	0	0
2243	1	data unknown	691.959	0	0
2244	1	data unknown	461.693	0	0
2245	1	data unknown	1590.78	0	0
2246	1	data unknown	764.179	0	0
2247	1	data unknown	1346.8	0	0
2248	1	data unknown	1239.43	0	0
2249	1	data unknown	751.583	0	0
2250	1	data unknown	1213.8	0	0
2251	1	data unknown	585.625	0	0
2252	1	data unknown	366.364	0	0
2253	1	data unknown	2134.35	0	0
2254	1	data unknown	779.064	0	0
2255	1	data unknown	552.288	0	0
2256	1	data unknown	671.94	0	0
2257	1	data unknown	601.719	0	0
2258	1	data unknown	367.966	0	0
2259	1	data unknown	3104.26	0	0
2260	1	data unknown	1520.68	0	0
2261	1	data unknown	2066.09	0	0
2262	1	data unknown	1407.02	0	0
2263	1	data unknown	1713.93	0	0
2264	1	data unknown	727.257	0	0
2265	1	data unknown	974.346	0	0
2266	1	data unknown	1789.78	0	0
2267	1	data unknown	2681.54	0	0
2268	1	data unknown	2390.97	0	0
2269	1	data unknown	5289.31	0	0
2270	1	data unknown	584.023	0	0
2271	1	data unknown	627.88	0	0
2272	1	data unknown	806.145	0	0
2273	1	data unknown	2094.18	0	0
2274	1	data unknown	1982.18	0	0
2275	1	data unknown	507.267	0	0
2276	1	data unknown	1917.14	0	0
2277	1	data unknown	468.559	0	0
2278	1	data unknown	649.094	0	0
2279	1	data unknown	669.369	0	0
2280	1	data unknown	4254.82	0	0
2281	1	data unknown	3981.51	0	0
