==================================================================
fastsimcoal started on 26/06/2025 at 14:57:49

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
4889	1	data unknown	1597.45	0	0
4890	1	data unknown	2770.61	0	0
4891	1	data unknown	1270.87	0	0
4892	1	data unknown	1607.95	0	0
4893	1	data unknown	1400.65	0	0
4894	1	data unknown	2415.28	0	0
4895	1	data unknown	1292.84	0	0
4896	1	data unknown	757.561	0	0
4897	1	data unknown	1670.23	0	0
4898	1	data unknown	1274.46	0	0
4899	1	data unknown	1654.6	0	0
4900	1	data unknown	654.274	0	0
4901	1	data unknown	3848.13	0	0
4902	1	data unknown	1481.15	0	0
4903	1	data unknown	1815.63	0	0
4904	1	data unknown	3090.07	0	0
4905	1	data unknown	1083.28	0	0
4906	1	data unknown	3676.36	0	0
4907	1	data unknown	578.568	0	0
4908	1	data unknown	2048.49	0	0
4909	1	data unknown	901.707	0	0
4910	1	data unknown	569.363	0	0
4911	1	data unknown	778.29	0	0
4912	1	data unknown	731.251	0	0
4913	1	data unknown	3483.84	0	0
4914	1	data unknown	795.357	0	0
4915	1	data unknown	842.819	0	0
4916	1	data unknown	940.17	0	0
4917	1	data unknown	719.357	0	0
4918	1	data unknown	904.991	0	0
4919	1	data unknown	1288.3	0	0
4920	1	data unknown	592.491	0	0
4921	1	data unknown	2984.99	0	0
4922	1	data unknown	3085.4	0	0
4923	1	data unknown	661.686	0	0
4924	1	data unknown	602.886	0	0
4925	1	data unknown	1790.12	0	0
4926	1	data unknown	508.488	0	0
4927	1	data unknown	2149.16	0	0
4928	1	data unknown	2478.1	0	0
4929	1	data unknown	1380.7	0	0
4930	1	data unknown	1263.61	0	0
4931	1	data unknown	1958.26	0	0
4932	1	data unknown	780.022	0	0
4933	1	data unknown	2843.35	0	0
4934	1	data unknown	904.659	0	0
4935	1	data unknown	3889.74	0	0
4936	1	data unknown	2655.22	0	0
4937	1	data unknown	3702.15	0	0
4938	1	data unknown	42.2287	0	0
4939	1	data unknown	1221.45	0	0
4940	1	data unknown	553.642	0	0
4941	1	data unknown	662.22	0	0
4942	1	data unknown	1020.86	0	0
4943	1	data unknown	1048.73	0	0
4944	1	data unknown	1931.7	0	0
4945	1	data unknown	1539.03	0	0
4946	1	data unknown	2597.37	0	0
4947	1	data unknown	2225.61	0	0
4948	1	data unknown	618.454	0	0
4949	1	data unknown	755.783	0	0
4950	1	data unknown	1157.2	0	0
4951	1	data unknown	651.791	0	0
4952	1	data unknown	1144.02	0	0
4953	1	data unknown	994.156	0	0
4954	1	data unknown	756.649	0	0
4955	1	data unknown	1042.71	0	0
4956	1	data unknown	875.511	0	0
4957	1	data unknown	1192.97	0	0
4958	1	data unknown	1842.09	0	0
4959	1	data unknown	2080.03	0	0
4960	1	data unknown	2586.69	0	0
4961	1	data unknown	1349.11	0	0
4962	1	data unknown	654.385	0	0
4963	1	data unknown	2231.84	0	0
4964	1	data unknown	2701.84	0	0
4965	1	data unknown	3341.23	0	0
4966	1	data unknown	2016.52	0	0
4967	1	data unknown	753.273	0	0
4968	1	data unknown	1016.86	0	0
4969	1	data unknown	834.534	0	0
4970	1	data unknown	2507.48	0	0
4971	1	data unknown	1771.09	0	0
4972	1	data unknown	504.108	0	0
4973	1	data unknown	2047.95	0	0
4974	1	data unknown	952.816	0	0
4975	1	data unknown	618.805	0	0
4976	1	data unknown	4264.38	0	0
4977	1	data unknown	1038.68	0	0
4978	1	data unknown	885.059	0	0
4979	1	data unknown	4083.73	0	0
4980	1	data unknown	902.447	0	0
4981	1	data unknown	1579.91	0	0
4982	1	data unknown	1220.9	0	0
4983	1	data unknown	3219.47	0	0
4984	1	data unknown	1211.86	0	0
4985	1	data unknown	1095.95	0	0
4986	1	data unknown	2812.58	0	0
4987	1	data unknown	724.937	0	0
4988	1	data unknown	2436.65	0	0
4989	1	data unknown	1440.62	0	0
4990	1	data unknown	638.126	0	0
4991	1	data unknown	1485.37	0	0
4992	1	data unknown	1804.15	0	0
4993	1	data unknown	654.396	0	0
4994	1	data unknown	4013.89	0	0
4995	1	data unknown	296.288	0	0
4996	1	data unknown	599.67	0	0
4997	1	data unknown	836.086	0	0
4998	1	data unknown	999.054	0	0
4999	1	data unknown	515.072	0	0
5000	1	data unknown	27.3514	0	0
5001	1	data unknown	1222.7	0	0
5002	1	data unknown	1225.49	0	0
5003	1	data unknown	3720.88	0	0
5004	1	data unknown	506.71	0	0
5005	1	data unknown	1461.52	0	0
5006	1	data unknown	1893.14	0	0
5007	1	data unknown	527.664	0	0
5008	1	data unknown	948.494	0	0
5009	1	data unknown	1241.23	0	0
5010	1	data unknown	1184.04	0	0
5011	1	data unknown	2374.14	0	0
5012	1	data unknown	1508.96	0	0
5013	1	data unknown	2820.73	0	0
5014	1	data unknown	2522.7	0	0
5015	1	data unknown	1267.3	0	0
5016	1	data unknown	914.078	0	0
5017	1	data unknown	1874.28	0	0
5018	1	data unknown	602.634	0	0
5019	1	data unknown	3970.3	0	0
5020	1	data unknown	1800.91	0	0
5021	1	data unknown	2331.9	0	0
5022	1	data unknown	619.068	0	0
5023	1	data unknown	1363.98	0	0
5024	1	data unknown	130.882	0	0
5025	1	data unknown	1037.44	0	0
5026	1	data unknown	1838.67	0	0
5027	1	data unknown	1256.59	0	0
5028	1	data unknown	902.145	0	0
5029	1	data unknown	1058.87	0	0
5030	1	data unknown	3224.72	0	0
5031	1	data unknown	1773.67	0	0
5032	1	data unknown	530.506	0	0
5033	1	data unknown	1299.46	0	0
5034	1	data unknown	1415.04	0	0
5035	1	data unknown	879.15	0	0
5036	1	data unknown	1512.13	0	0
5037	1	data unknown	962.563	0	0
5038	1	data unknown	2735.01	0	0
5039	1	data unknown	782.127	0	0
5040	1	data unknown	846.764	0	0
5041	1	data unknown	1389.6	0	0
5042	1	data unknown	511.204	0	0
5043	1	data unknown	1518.22	0	0
5044	1	data unknown	1296.28	0	0
5045	1	data unknown	3732.4	0	0
5046	1	data unknown	1000.54	0	0
5047	1	data unknown	528.458	0	0
5048	1	data unknown	1049.02	0	0
5049	1	data unknown	2619.32	0	0
5050	1	data unknown	592.888	0	0
5051	1	data unknown	4614.69	0	0
5052	1	data unknown	643.89	0	0
5053	1	data unknown	904.324	0	0
5054	1	data unknown	994.068	0	0
5055	1	data unknown	1088.23	0	0
5056	1	data unknown	3399.15	0	0
5057	1	data unknown	3165.49	0	0
5058	1	data unknown	1313.38	0	0
5059	1	data unknown	319.557	0	0
5060	1	data unknown	939.373	0	0
5061	1	data unknown	943.542	0	0
5062	1	data unknown	3950.35	0	0
5063	1	data unknown	680.958	0	0
5064	1	data unknown	869.854	0	0
5065	1	data unknown	4781.23	0	0
5066	1	data unknown	750.565	0	0
5067	1	data unknown	3664.45	0	0
5068	1	data unknown	5.95093	0	0
5069	1	data unknown	733.067	0	0
5070	1	data unknown	623.924	0	0
5071	1	data unknown	1063.18	0	0
5072	1	data unknown	225.41	0	0
5073	1	data unknown	3325.03	0	0
5074	1	data unknown	1591.63	0	0
5075	1	data unknown	974.918	0	0
5076	1	data unknown	1024.34	0	0
5077	1	data unknown	1332.02	0	0
5078	1	data unknown	1244.63	0	0
5079	1	data unknown	3865.03	0	0
5080	1	data unknown	658.882	0	0
5081	1	data unknown	899.342	0	0
5082	1	data unknown	1787.5	0	0
5083	1	data unknown	593.155	0	0
5084	1	data unknown	770.508	0	0
5085	1	data unknown	2977.03	0	0
5086	1	data unknown	932.293	0	0
5087	1	data unknown	737.16	0	0
5088	1	data unknown	1016.18	0	0
5089	1	data unknown	1688.29	0	0
5090	1	data unknown	689.743	0	0
5091	1	data unknown	1128.35	0	0
5092	1	data unknown	1813.44	0	0
5093	1	data unknown	2514.82	0	0
5094	1	data unknown	3832.42	0	0
5095	1	data unknown	567.15	0	0
5096	1	data unknown	572.639	0	0
5097	1	data unknown	814.014	0	0
5098	1	data unknown	926.975	0	0
5099	1	data unknown	3001.01	0	0
5100	1	data unknown	4119.51	0	0
5101	1	data unknown	1772.02	0	0
5102	1	data unknown	936.79	0	0
5103	1	data unknown	1483.6	0	0
5104	1	data unknown	2247.61	0	0
5105	1	data unknown	577.98	0	0
5106	1	data unknown	1050.3	0	0
5107	1	data unknown	936.42	0	0
5108	1	data unknown	3112.56	0	0
5109	1	data unknown	1605.8	0	0
5110	1	data unknown	1266.59	0	0
5111	1	data unknown	874.584	0	0
5112	1	data unknown	900.566	0	0
5113	1	data unknown	714.153	0	0
5114	1	data unknown	1759.02	0	0
5115	1	data unknown	1076.57	0	0
5116	1	data unknown	1113.03	0	0
5117	1	data unknown	1256.45	0	0
5118	1	data unknown	1043.66	0	0
5119	1	data unknown	1105.26	0	0
5120	1	data unknown	1206.18	0	0
5121	1	data unknown	773.251	0	0
5122	1	data unknown	3974.91	0	0
5123	1	data unknown	498.695	0	0
5124	1	data unknown	799.183	0	0
5125	1	data unknown	3549.29	0	0
5126	1	data unknown	524.94	0	0
5127	1	data unknown	1403.87	0	0
5128	1	data unknown	103.912	0	0
5129	1	data unknown	4212.71	0	0
5130	1	data unknown	669.376	0	0
5131	1	data unknown	1614.55	0	0
5132	1	data unknown	546.474	0	0
5133	1	data unknown	1902.32	0	0
5134	1	data unknown	1522.75	0	0
5135	1	data unknown	682.232	0	0
5136	1	data unknown	1972.59	0	0
5137	1	data unknown	617.481	0	0
5138	1	data unknown	2053.41	0	0
5139	1	data unknown	3078.01	0	0
5140	1	data unknown	1742.91	0	0
5141	1	data unknown	7705.81	0	0
5142	1	data unknown	706.287	0	0
5143	1	data unknown	1195.13	0	0
5144	1	data unknown	1233.26	0	0
5145	1	data unknown	182.114	0	0
5146	1	data unknown	3435.77	0	0
5147	1	data unknown	121.231	0	0
5148	1	data unknown	624.863	0	0
5149	1	data unknown	788.837	0	0
5150	1	data unknown	1572.47	0	0
5151	1	data unknown	87.7762	0	0
5152	1	data unknown	890.32	0	0
5153	1	data unknown	950.661	0	0
5154	1	data unknown	1467.62	0	0
5155	1	data unknown	856.281	0	0
5156	1	data unknown	555.71	0	0
5157	1	data unknown	4385.2	0	0
5158	1	data unknown	320.702	0	0
5159	1	data unknown	549.397	0	0
5160	1	data unknown	962.158	0	0
5161	1	data unknown	856.361	0	0
5162	1	data unknown	1174.7	0	0
5163	1	data unknown	602.329	0	0
5164	1	data unknown	847.523	0	0
5165	1	data unknown	503.113	0	0
5166	1	data unknown	2307.87	0	0
5167	1	data unknown	698.513	0	0
5168	1	data unknown	664.753	0	0
5169	1	data unknown	603.062	0	0
5170	1	data unknown	2669.5	0	0
5171	1	data unknown	568.096	0	0
5172	1	data unknown	583.229	0	0
5173	1	data unknown	2357.35	0	0
5174	1	data unknown	597.05	0	0
5175	1	data unknown	785.992	0	0
5176	1	data unknown	2626.4	0	0
5177	1	data unknown	2546.75	0	0
5178	1	data unknown	1832.35	0	0
5179	1	data unknown	32.692	0	0
5180	1	data unknown	828.64	0	0
5181	1	data unknown	525.208	0	0
5182	1	data unknown	1048.33	0	0
5183	1	data unknown	1030.52	0	0
5184	1	data unknown	1646.1	0	0
5185	1	data unknown	2972.91	0	0
5186	1	data unknown	2541.2	0	0
5187	1	data unknown	633.434	0	0
5188	1	data unknown	542.5	0	0
5189	1	data unknown	3117.65	0	0
5190	1	data unknown	905.51	0	0
5191	1	data unknown	557.434	0	0
5192	1	data unknown	549.923	0	0
5193	1	data unknown	2535.5	0	0
5194	1	data unknown	626.225	0	0
5195	1	data unknown	1641.6	0	0
5196	1	data unknown	2731.88	0	0
5197	1	data unknown	697.273	0	0
5198	1	data unknown	876.732	0	0
5199	1	data unknown	622.375	0	0
5200	1	data unknown	1940.57	0	0
5201	1	data unknown	3682.19	0	0
5202	1	data unknown	1001.12	0	0
5203	1	data unknown	2197.27	0	0
5204	1	data unknown	958.729	0	0
5205	1	data unknown	1078.97	0	0
5206	1	data unknown	940.647	0	0
5207	1	data unknown	3532.73	0	0
5208	1	data unknown	1091.08	0	0
5209	1	data unknown	709.656	0	0
5210	1	data unknown	722.137	0	0
5211	1	data unknown	528.805	0	0
5212	1	data unknown	1824.57	0	0
5213	1	data unknown	1947.94	0	0
5214	1	data unknown	1180.87	0	0
5215	1	data unknown	1573.5	0	0
5216	1	data unknown	906.654	0	0
5217	1	data unknown	1508.98	0	0
5218	1	data unknown	517.086	0	0
5219	1	data unknown	603.722	0	0
5220	1	data unknown	504.665	0	0
5221	1	data unknown	2236.52	0	0
5222	1	data unknown	1029.21	0	0
5223	1	data unknown	532.269	0	0
5224	1	data unknown	652.634	0	0
5225	1	data unknown	1883.7	0	0
5226	1	data unknown	2270.65	0	0
5227	1	data unknown	1652.59	0	0
5228	1	data unknown	3640.87	0	0
5229	1	data unknown	578.461	0	0
5230	1	data unknown	569.183	0	0
5231	1	data unknown	710.983	0	0
5232	1	data unknown	1705.52	0	0
5233	1	data unknown	4428.54	0	0
5234	1	data unknown	839.947	0	0
5235	1	data unknown	2127.9	0	0
5236	1	data unknown	836.433	0	0
5237	1	data unknown	170.593	0	0
5238	1	data unknown	1860.97	0	0
5239	1	data unknown	713.051	0	0
5240	1	data unknown	42.1524	0	0
5241	1	data unknown	1839.17	0	0
5242	1	data unknown	981.636	0	0
5243	1	data unknown	1859.01	0	0
5244	1	data unknown	3424.95	0	0
5245	1	data unknown	674.454	0	0
5246	1	data unknown	958.599	0	0
5247	1	data unknown	781.147	0	0
5248	1	data unknown	2788.27	0	0
5249	1	data unknown	1490.1	0	0
5250	1	data unknown	2422.77	0	0
5251	1	data unknown	5484.15	0	0
5252	1	data unknown	2033.82	0	0
5253	1	data unknown	1157.34	0	0
5254	1	data unknown	252.876	0	0
5255	1	data unknown	669.983	0	0
5256	1	data unknown	552.502	0	0
5257	1	data unknown	2241.06	0	0
5258	1	data unknown	744.415	0	0
5259	1	data unknown	627.899	0	0
5260	1	data unknown	612.526	0	0
5261	1	data unknown	1925.13	0	0
5262	1	data unknown	1053.87	0	0
5263	1	data unknown	756.042	0	0
5264	1	data unknown	1193.55	0	0
5265	1	data unknown	640.709	0	0
5266	1	data unknown	1101.75	0	0
5267	1	data unknown	1073.77	0	0
5268	1	data unknown	2836.67	0	0
5269	1	data unknown	657.791	0	0
5270	1	data unknown	1396.76	0	0
5271	1	data unknown	3767.5	0	0
5272	1	data unknown	883.633	0	0
5273	1	data unknown	523.243	0	0
5274	1	data unknown	3078.17	0	0
5275	1	data unknown	1431.24	0	0
5276	1	data unknown	1452.47	0	0
5277	1	data unknown	1382.78	0	0
5278	1	data unknown	766.071	0	0
5279	1	data unknown	1974.01	0	0
5280	1	data unknown	1212.01	0	0
5281	1	data unknown	873.772	0	0
5282	1	data unknown	2255.41	0	0
5283	1	data unknown	1664.93	0	0
5284	1	data unknown	1268.88	0	0
5285	1	data unknown	1848.35	0	0
5286	1	data unknown	1856.75	0	0
5287	1	data unknown	2391.61	0	0
5288	1	data unknown	1284.5	0	0
5289	1	data unknown	1179.72	0	0
5290	1	data unknown	1389.07	0	0
5291	1	data unknown	2631.95	0	0
5292	1	data unknown	1614.48	0	0
5293	1	data unknown	1050.71	0	0
5294	1	data unknown	689.106	0	0
5295	1	data unknown	637.608	0	0
5296	1	data unknown	1853.08	0	0
5297	1	data unknown	335.541	0	0
5298	1	data unknown	1112.47	0	0
5299	1	data unknown	746.857	0	0
5300	1	data unknown	1906.53	0	0
5301	1	data unknown	596.436	0	0
5302	1	data unknown	1018.65	0	0
5303	1	data unknown	1238.72	0	0
5304	1	data unknown	1241.68	0	0
5305	1	data unknown	1223.04	0	0
5306	1	data unknown	663.803	0	0
5307	1	data unknown	722.664	0	0
5308	1	data unknown	1431.16	0	0
5309	1	data unknown	2693.02	0	0
5310	1	data unknown	1353.8	0	0
5311	1	data unknown	693.356	0	0
5312	1	data unknown	1132.56	0	0
5313	1	data unknown	831.291	0	0
5314	1	data unknown	2194.92	0	0
5315	1	data unknown	1363.66	0	0
5316	1	data unknown	2262.89	0	0
5317	1	data unknown	2146.51	0	0
5318	1	data unknown	1035.25	0	0
5319	1	data unknown	2060.84	0	0
5320	1	data unknown	1036.64	0	0
5321	1	data unknown	2639.55	0	0
5322	1	data unknown	1731.76	0	0
5323	1	data unknown	3495.81	0	0
5324	1	data unknown	1321.77	0	0
5325	1	data unknown	3125.42	0	0
5326	1	data unknown	88.9206	0	0
5327	1	data unknown	716.675	0	0
5328	1	data unknown	823.322	0	0
5329	1	data unknown	1219.95	0	0
5330	1	data unknown	692.738	0	0
5331	1	data unknown	520.538	0	0
5332	1	data unknown	576.355	0	0
5333	1	data unknown	5551.91	0	0
5334	1	data unknown	1096.61	0	0
5335	1	data unknown	918.888	0	0
5336	1	data unknown	749.13	0	0
5337	1	data unknown	764.881	0	0
5338	1	data unknown	377.312	0	0
5339	1	data unknown	1079.13	0	0
5340	1	data unknown	2042.92	0	0
5341	1	data unknown	504.002	0	0
5342	1	data unknown	1085.92	0	0
5343	1	data unknown	959.469	0	0
5344	1	data unknown	975.403	0	0
5345	1	data unknown	1888.79	0	0
5346	1	data unknown	600.178	0	0
5347	1	data unknown	1951.72	0	0
5348	1	data unknown	851.391	0	0
5349	1	data unknown	2341.47	0	0
5350	1	data unknown	2076.54	0	0
5351	1	data unknown	616.798	0	0
5352	1	data unknown	1282.75	0	0
5353	1	data unknown	1149.07	0	0
5354	1	data unknown	1941.14	0	0
5355	1	data unknown	1915.05	0	0
5356	1	data unknown	1201.4	0	0
5357	1	data unknown	806.644	0	0
5358	1	data unknown	1016.25	0	0
5359	1	data unknown	1019.17	0	0
5360	1	data unknown	3101.28	0	0
5361	1	data unknown	3531.65	0	0
5362	1	data unknown	1083.93	0	0
5363	1	data unknown	3092.83	0	0
5364	1	data unknown	2420.72	0	0
5365	1	data unknown	818.821	0	0
5366	1	data unknown	510.994	0	0
5367	1	data unknown	1062.5	0	0
5368	1	data unknown	706.139	0	0
5369	1	data unknown	945.118	0	0
5370	1	data unknown	693.405	0	0
5371	1	data unknown	2440.65	0	0
5372	1	data unknown	1172.08	0	0
5373	1	data unknown	2969.27	0	0
5374	1	data unknown	1317.02	0	0
5375	1	data unknown	572.823	0	0
5376	1	data unknown	149.727	0	0
5377	1	data unknown	1116.15	0	0
5378	1	data unknown	4721.76	0	0
5379	1	data unknown	1432.24	0	0
5380	1	data unknown	2492.99	0	0
5381	1	data unknown	1297.27	0	0
5382	1	data unknown	2519.36	0	0
5383	1	data unknown	1234.96	0	0
5384	1	data unknown	1144.23	0	0
5385	1	data unknown	1243.11	0	0
5386	1	data unknown	778.393	0	0
5387	1	data unknown	1980.9	0	0
5388	1	data unknown	1851.2	0	0
5389	1	data unknown	1515.2	0	0
5390	1	data unknown	1583.39	0	0
5391	1	data unknown	545.277	0	0
5392	1	data unknown	1713.62	0	0
5393	1	data unknown	740.677	0	0
5394	1	data unknown	1890.01	0	0
5395	1	data unknown	1319.67	0	0
5396	1	data unknown	793.823	0	0
5397	1	data unknown	822.262	0	0
5398	1	data unknown	1659.93	0	0
5399	1	data unknown	958.961	0	0
5400	1	data unknown	1242.75	0	0
5401	1	data unknown	779.858	0	0
5402	1	data unknown	2221.04	0	0
5403	1	data unknown	2026.7	0	0
5404	1	data unknown	1036.4	0	0
5405	1	data unknown	865.429	0	0
5406	1	data unknown	618.393	0	0
5407	1	data unknown	687.21	0	0
5408	1	data unknown	1116.79	0	0
5409	1	data unknown	1030.14	0	0
5410	1	data unknown	950.932	0	0
5411	1	data unknown	742.382	0	0
5412	1	data unknown	618.141	0	0
5413	1	data unknown	1047.48	0	0
5414	1	data unknown	2636.36	0	0
5415	1	data unknown	2258.19	0	0
5416	1	data unknown	840.389	0	0
5417	1	data unknown	441.513	0	0
5418	1	data unknown	1735.06	0	0
5419	1	data unknown	515.003	0	0
5420	1	data unknown	501.606	0	0
5421	1	data unknown	832.52	0	0
5422	1	data unknown	1153.46	0	0
5423	1	data unknown	866.84	0	0
5424	1	data unknown	764.782	0	0
5425	1	data unknown	910.099	0	0
5426	1	data unknown	1973.6	0	0
5427	1	data unknown	1877.39	0	0
5428	1	data unknown	1650.71	0	0
5429	1	data unknown	589.569	0	0
5430	1	data unknown	704.933	0	0
5431	1	data unknown	494.461	0	0
5432	1	data unknown	1414.83	0	0
5433	1	data unknown	596.138	0	0
5434	1	data unknown	509.022	0	0
5435	1	data unknown	618.229	0	0
5436	1	data unknown	1479.79	0	0
5437	1	data unknown	545.967	0	0
5438	1	data unknown	1048.85	0	0
5439	1	data unknown	1206.83	0	0
5440	1	data unknown	1000.53	0	0
5441	1	data unknown	1588.01	0	0
5442	1	data unknown	937.576	0	0
5443	1	data unknown	2330.13	0	0
5444	1	data unknown	720.779	0	0
5445	1	data unknown	1045.65	0	0
5446	1	data unknown	2813.65	0	0
5447	1	data unknown	351.791	0	0
5448	1	data unknown	2281.96	0	0
5449	1	data unknown	549.416	0	0
5450	1	data unknown	909.164	0	0
5451	1	data unknown	2537.06	0	0
5452	1	data unknown	880.604	0	0
5453	1	data unknown	1773.42	0	0
5454	1	data unknown	542.618	0	0
5455	1	data unknown	942.924	0	0
5456	1	data unknown	1048.57	0	0
5457	1	data unknown	1617.23	0	0
5458	1	data unknown	847.63	0	0
5459	1	data unknown	649.998	0	0
5460	1	data unknown	718.021	0	0
5461	1	data unknown	2643.48	0	0
5462	1	data unknown	1165.49	0	0
5463	1	data unknown	765.77	0	0
5464	1	data unknown	1232.77	0	0
5465	1	data unknown	1882.99	0	0
5466	1	data unknown	1884.46	0	0
5467	1	data unknown	1155.42	0	0
5468	1	data unknown	500.057	0	0
5469	1	data unknown	732.338	0	0
5470	1	data unknown	56.1905	0	0
5471	1	data unknown	1302.6	0	0
5472	1	data unknown	167.389	0	0
5473	1	data unknown	2419.57	0	0
5474	1	data unknown	849.625	0	0
5475	1	data unknown	873.974	0	0
5476	1	data unknown	1754.02	0	0
5477	1	data unknown	566.753	0	0
5478	1	data unknown	813.782	0	0
5479	1	data unknown	2943.11	0	0
5480	1	data unknown	850.533	0	0
5481	1	data unknown	1995.25	0	0
5482	1	data unknown	785.969	0	0
5483	1	data unknown	800.369	0	0
5484	1	data unknown	692.23	0	0
5485	1	data unknown	609.226	0	0
5486	1	data unknown	2391.37	0	0
5487	1	data unknown	566.334	0	0
5488	1	data unknown	562.279	0	0
5489	1	data unknown	2450.02	0	0
5490	1	data unknown	962.608	0	0
5491	1	data unknown	755.276	0	0
5492	1	data unknown	748.81	0	0
5493	1	data unknown	1106.84	0	0
5494	1	data unknown	502.468	0	0
5495	1	data unknown	1177.44	0	0
5496	1	data unknown	667.717	0	0
5497	1	data unknown	2069.31	0	0
5498	1	data unknown	3461.52	0	0
5499	1	data unknown	1558.75	0	0
5500	1	data unknown	892.639	0	0
5501	1	data unknown	3367.87	0	0
5502	1	data unknown	1915.79	0	0
5503	1	data unknown	989.079	0	0
5504	1	data unknown	1062.25	0	0
5505	1	data unknown	919.914	0	0
5506	1	data unknown	655.113	0	0
5507	1	data unknown	1066.82	0	0
5508	1	data unknown	867.001	0	0
5509	1	data unknown	1031.65	0	0
5510	1	data unknown	1632.47	0	0
5511	1	data unknown	2456.48	0	0
5512	1	data unknown	560.184	0	0
5513	1	data unknown	3930.49	0	0
5514	1	data unknown	2867.65	0	0
5515	1	data unknown	975.601	0	0
5516	1	data unknown	1482.41	0	0
5517	1	data unknown	594.791	0	0
5518	1	data unknown	891.67	0	0
5519	1	data unknown	500.961	0	0
5520	1	data unknown	352.745	0	0
5521	1	data unknown	3814.37	0	0
5522	1	data unknown	2419.33	0	0
5523	1	data unknown	2895.91	0	0
5524	1	data unknown	1074.47	0	0
5525	1	data unknown	589.081	0	0
5526	1	data unknown	885.216	0	0
5527	1	data unknown	865.154	0	0
5528	1	data unknown	4926.24	0	0
5529	1	data unknown	533.524	0	0
5530	1	data unknown	2202.79	0	0
5531	1	data unknown	166.55	0	0
5532	1	data unknown	758.236	0	0
5533	1	data unknown	1768.11	0	0
5534	1	data unknown	1943.02	0	0
5535	1	data unknown	924.995	0	0
5536	1	data unknown	3563.58	0	0
5537	1	data unknown	1232.54	0	0
5538	1	data unknown	1395.48	0	0
5539	1	data unknown	557.095	0	0
5540	1	data unknown	505.901	0	0
5541	1	data unknown	715.019	0	0
5542	1	data unknown	1524.84	0	0
5543	1	data unknown	1509.6	0	0
5544	1	data unknown	66.9479	0	0
5545	1	data unknown	2071.07	0	0
5546	1	data unknown	1144.85	0	0
5547	1	data unknown	591.473	0	0
5548	1	data unknown	3404.03	0	0
5549	1	data unknown	883.392	0	0
5550	1	data unknown	894.943	0	0
5551	1	data unknown	3539.54	0	0
5552	1	data unknown	938.049	0	0
5553	1	data unknown	1081.91	0	0
5554	1	data unknown	704.563	0	0
5555	1	data unknown	851.12	0	0
5556	1	data unknown	774.342	0	0
5557	1	data unknown	5140.81	0	0
5558	1	data unknown	771.721	0	0
5559	1	data unknown	911.747	0	0
5560	1	data unknown	620.728	0	0
5561	1	data unknown	2147.75	0	0
5562	1	data unknown	1168.69	0	0
5563	1	data unknown	648.056	0	0
5564	1	data unknown	785.576	0	0
5565	1	data unknown	1003.24	0	0
5566	1	data unknown	2243.37	0	0
5567	1	data unknown	1742.14	0	0
5568	1	data unknown	2204.5	0	0
5569	1	data unknown	1076.16	0	0
5570	1	data unknown	262.375	0	0
5571	1	data unknown	434.456	0	0
5572	1	data unknown	719.349	0	0
5573	1	data unknown	3558.14	0	0
5574	1	data unknown	2147.65	0	0
5575	1	data unknown	527.103	0	0
5576	1	data unknown	1835.35	0	0
5577	1	data unknown	1498.61	0	0
5578	1	data unknown	1159.98	0	0
5579	1	data unknown	2409.37	0	0
5580	1	data unknown	1380.21	0	0
5581	1	data unknown	1019.04	0	0
5582	1	data unknown	597.443	0	0
5583	1	data unknown	2261.38	0	0
5584	1	data unknown	916.195	0	0
5585	1	data unknown	927.143	0	0
5586	1	data unknown	1259.24	0	0
5587	1	data unknown	2994.17	0	0
5588	1	data unknown	3616.41	0	0
5589	1	data unknown	593.96	0	0
5590	1	data unknown	1832.86	0	0
5591	1	data unknown	1531.81	0	0
5592	1	data unknown	2812.38	0	0
5593	1	data unknown	4013.02	0	0
5594	1	data unknown	1784.96	0	0
5595	1	data unknown	1482.09	0	0
5596	1	data unknown	1054.45	0	0
5597	1	data unknown	2183.26	0	0
5598	1	data unknown	1393.22	0	0
5599	1	data unknown	550.125	0	0
5600	1	data unknown	537.685	0	0
5601	1	data unknown	1051.82	0	0
5602	1	data unknown	769.684	0	0
5603	1	data unknown	3007.16	0	0
5604	1	data unknown	2877.36	0	0
5605	1	data unknown	54.8553	0	0
5606	1	data unknown	1769.18	0	0
5607	1	data unknown	861.774	0	0
5608	1	data unknown	536.476	0	0
5609	1	data unknown	1922.5	0	0
5610	1	data unknown	152.931	0	0
5611	1	data unknown	1426.28	0	0
5612	1	data unknown	3960.02	0	0
5613	1	data unknown	2913.93	0	0
5614	1	data unknown	877.125	0	0
5615	1	data unknown	1831.07	0	0
5616	1	data unknown	1473.38	0	0
5617	1	data unknown	959.778	0	0
5618	1	data unknown	584.248	0	0
5619	1	data unknown	163.345	0	0
5620	1	data unknown	940.102	0	0
5621	1	data unknown	2047.14	0	0
5622	1	data unknown	884.171	0	0
5623	1	data unknown	614.3	0	0
5624	1	data unknown	1480.92	0	0
5625	1	data unknown	1982.66	0	0
5626	1	data unknown	1527.23	0	0
5627	1	data unknown	718.884	0	0
5628	1	data unknown	717.026	0	0
5629	1	data unknown	310.898	0	0
5630	1	data unknown	429.497	0	0
5631	1	data unknown	3913.49	0	0
5632	1	data unknown	1375.17	0	0
5633	1	data unknown	1058.93	0	0
5634	1	data unknown	900.703	0	0
5635	1	data unknown	1351.54	0	0
5636	1	data unknown	933.01	0	0
5637	1	data unknown	2629.95	0	0
