N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,9541,0,0.1433052874244226,0.09365735999999864,0.3892,0.1236,0.09382579591836508,0.046531755102040114,0.2924995270291788,2.510513088505692
150000,5000,8219,0,0.1571235599188192,0.10772399999999796,0.4175,0.1333,0.10273926530611964,0.05419820408163278,0.3747341724784929,3.0045703697742923
150000,5000,8853,0,0.1319707639399742,0.10101223999999841,0.4012,0.1167,0.09562163265305894,0.05929681632653003,0.24762171056926133,4.666813395376711
150000,5000,4446,0,0.2765501966494366,0.10118343999999854,0.4267,0.1596,0.0992733877550994,0.015412489795918373,0.15430649289647771,-2.0769893025387347
150000,5000,8377,0,0.09364822620803337,0.10073871999999781,0.4176,0.1778,0.10183526530611972,0.06513746938775494,0.33823162471003576,2.3465832852560458
150000,5000,5941,0,0.10879531592907621,0.09806487999999808,0.4096,0.2066,0.09664612244897697,0.060995020408162556,0.20844905874722888,1.180628274352663
150000,5000,8666,0,0.30649499329038665,0.09854087999999933,0.3743,0.0831,0.09383167346938572,0.010781959183673445,0.4502652384035344,-1.5302141706321037
150000,5000,11050,0,0.33162172093672926,0.09540199999999865,0.383,0.0001,0.09575836734693643,1.1510204081632654e-05,0.4393766710402295,-0.6508427917471317
150000,5000,8742,0,0.12391575328956694,0.10223727999999857,0.4034,0.1525,0.09956334693877296,0.05982310204081676,0.38668082727871866,2.7709646900903615
150000,5000,4471,0,0.136833236302784,0.10217039999999818,0.4129,0.1649,0.09833436734693653,0.056816081632653184,0.24461254851820732,1.9887558611463734
150000,5000,8920,0,0.14931018296639065,0.1021745599999989,0.373,0.1113,0.09752848979591647,0.05372546938775569,0.62728357856734,4.250045814074545
150000,5000,7405,0,0.0795043287175573,0.10178063999999738,0.4238,0.19,0.10140595918367046,0.07217118367346952,0.2630432910038124,2.568191582899337
150000,5000,10535,0,0.3194760896332117,0.09849839999999854,0.3875,0.0207,0.09653248979591614,0.005069224489795915,0.4245136826780082,0.35002791462017835
150000,5000,7504,0,0.10368856988267017,0.1008798399999984,0.409,0.1598,0.10136440816326286,0.062485714285714276,0.4034984474289997,2.750604122420679
150000,5000,9537,0,0.16032892552062705,0.10567167999999846,0.3934,0.1023,0.10086146938775284,0.052076979591836665,0.5438190517939866,4.6805355487065095
150000,5000,8939,0,0.16875140127975652,0.09721479999999802,0.398,0.1081,0.09452922448979319,0.043754530612245296,0.23402127248999324,2.9729367008397136
150000,5000,11834,0,0.31796744931977183,0.10121599999999849,0.3773,0.0624,0.0933093061224465,0.011446857142857193,0.39482572666453336,-0.6506580642616919
150000,5000,6653,0,0.15661342528629418,0.09841767999999833,0.3945,0.1013,0.09635240816326256,0.047177224489794924,0.3444689787368233,3.9705969704967807
150000,5000,6279,0,0.08540904398962934,0.09860943999999897,0.4024,0.2053,0.0991102857142833,0.06707093877551012,0.3782665565648121,1.6967127795924706
150000,5000,8895,0,0.15490978766410546,0.10482783999999858,0.417,0.1335,0.10139689795918073,0.052015918367348174,0.3267344729576415,2.7266999218072128
150000,5000,10796,0,0.318658896538223,0.10190911999999891,0.4143,0.0095,0.1012124081632624,0.004098938775510192,0.34543578641348205,3.3099898854312833
150000,5000,5678,0,0.1274773823855062,0.09768319999999812,0.4169,0.183,0.09602008163265031,0.05516840816326551,0.11598021406559779,1.28262859465033
150000,5000,6564,0,0.17275559516550032,0.10615447999999837,0.4126,0.109,0.10154269387754823,0.04821689795918363,0.37509798285486284,3.5888382160286265
150000,5000,7429,0,0.10764754480152972,0.10036199999999876,0.4051,0.1716,0.09781738775509935,0.06389159183673458,0.29893255194001467,2.4444227673769996
150000,5000,9876,0,0.15600288251221195,0.09580175999999847,0.3806,0.0933,0.09276408163265107,0.047125551020408406,0.3361179150024533,4.614218178589208
150000,5000,6451,0,0.13798929137948535,0.09783487999999886,0.3982,0.1733,0.09605648979591588,0.05216057142857139,0.2950209154781733,1.2745913740077237
150000,5000,8557,0,0.24263930215034946,0.10888007999999831,0.4218,0.1083,0.10304408163265057,0.029675836734694462,0.3454188868285989,0.831437202888578
150000,5000,9474,0,0.2944550921474659,0.10083911999999902,0.3747,0.1513,0.09796187755101807,0.011963183673469468,0.6267992648795809,-2.363643752746032
150000,5000,6745,0,0.14353465072628324,0.10537407999999814,0.4242,0.1455,0.10049999999999673,0.057342612244898075,0.2242810194793967,2.8005934163119224
150000,5000,6526,0,0.29914615326384986,0.10591279999999863,0.4148,0.1573,0.10569020408163028,0.00858391836734712,0.5178068964451006,-2.765482987468516
150000,5000,8862,0,0.16375455654412607,0.09707863999999891,0.3861,0.0862,0.09781902040816147,0.0416976326530617,0.49403411597624725,4.263220958374096
150000,5000,7987,0,0.0908350213414163,0.09878951999999885,0.398,0.1883,0.09782767346938548,0.06684612244897922,0.37005987944571833,2.1606062310663177
150000,5000,7256,0,0.29096712226501165,0.09159551999999886,0.3568,0.0888,0.0859564897959163,0.014656816326530434,0.2897852966572724,-0.9526546250376801
150000,5000,8420,0,0.11666029750226792,0.10634823999999848,0.4145,0.2002,0.10214775510203783,0.06610685714285627,0.3805432241123084,1.7541635583702158
150000,5000,8307,0,0.1985077668998556,0.10871783999999832,0.4057,0.1254,0.10264048979591582,0.04276783673469358,0.488218721134927,1.9302281831663548
150000,5000,6763,0,0.0925571858319445,0.09926255999999806,0.3893,0.1739,0.09663330612244654,0.06825526530612287,0.40985936953767,2.77520186416194
150000,5000,6525,0,0.12745568214684144,0.0959735199999987,0.3989,0.1463,0.09525208163265085,0.05329681632653081,0.25497118112211814,2.311995626272795
150000,5000,10949,0,0.2759691477464299,0.09922103999999876,0.3672,0.057,0.0926354285714269,0.01996775510204087,0.4763454826981907,2.0755998859734737
150000,5000,9028,0,0.10696603960318096,0.10246775999999913,0.3926,0.1574,0.09971387755101815,0.06561583673469377,0.5044128458285044,3.1742965766059554
150000,5000,10233,0,0.24220788147554384,0.09929335999999875,0.3632,0.1279,0.09537036734693694,0.025774775510203962,0.645539325327315,-0.3561020627391221
150000,5000,8493,0,0.18100483796861644,0.10009815999999852,0.3974,0.1359,0.09618122448979381,0.042649551020408856,0.3081438328684051,1.4844797484578518
150000,5000,7112,0,0.09429307335725612,0.0967660799999983,0.4031,0.165,0.09568775510203839,0.06449183673469398,0.23187463511491135,2.7480750855934484
150000,5000,6721,0,0.2508163439014711,0.10516983999999839,0.4083,0.1731,0.10084930612244641,0.025134857142856466,0.3897636396676798,-1.279823715799072
150000,5000,7484,0,0.1420434098468213,0.09935823999999821,0.4011,0.1053,0.09601518367346702,0.05326995918367409,0.26470301499496846,4.628972489503583
150000,5000,9190,0,0.11788915959944168,0.10414935999999855,0.4191,0.151,0.10170767346938481,0.06265795918367363,0.3189076899174261,3.1425505456045353
150000,5000,8722,0,0.1379609016464849,0.10247783999999863,0.4015,0.1257,0.0970819591836708,0.05817804081632565,0.30440252196432543,3.9257570990826323
150000,5000,9785,0,0.16949257759858283,0.1008385599999986,0.3946,0.1095,0.09981012244897715,0.04340955102040835,0.487288021618483,2.8366784021098366
150000,5000,7573,0,0.1089283343676214,0.10017079999999876,0.3935,0.1531,0.09820955102040599,0.06277355102040875,0.4321263056846817,3.061711871974765
150000,5000,7108,0,0.11415118385156808,0.09815823999999866,0.4007,0.1556,0.09726612244897687,0.05882285714285698,0.31987068917281786,2.537567638665814
150000,5000,4638,0,0.04853402574730048,0.09660639999999888,0.4217,0.2205,0.0958278367346911,0.07949828571428574,0.0654625825148216,2.2519984895437126
150000,5000,7882,0,0.1450724359812351,0.09941863999999885,0.3961,0.1041,0.09767861224489555,0.05077616326530706,0.38323479003200545,4.331982132949119
150000,5000,5490,0,0.0892851456036422,0.0993747199999981,0.4186,0.1793,0.09925469387754812,0.06691306122449023,0.227471893063803,2.4587534055122395
150000,5000,7304,0,0.1571469331262927,0.10010943999999865,0.3923,0.0972,0.09635412244897702,0.049483102040817566,0.3670219261062305,4.680159544631895
150000,5000,2950,0,0.05177214083174175,0.09555239999999818,0.4232,0.2258,0.09551836734693564,0.07677265306122336,0.04023690686908041,1.915229394488741
150000,5000,6393,0,0.08153781896982104,0.09806751999999899,0.4057,0.1776,0.09824783673469123,0.06831371428571394,0.31048736947579497,2.6466159033037515
150000,5000,7517,0,0.18927653569105174,0.09808951999999888,0.3925,0.1735,0.09673542857142627,0.03699877551020445,0.38091421104666423,-0.16404946652327562
150000,5000,8312,0,0.16935124765928045,0.10221415999999926,0.3942,0.1498,0.0990186938775486,0.04619697959183655,0.45854518661683286,1.3956390427303829
150000,5000,9055,0,0.19841054717453466,0.09259031999999853,0.4009,0.1264,0.0925335510204056,0.03132955102040841,0.12410738780595218,0.4032098864197203
150000,5000,7761,0,0.27793570880893936,0.10095399999999785,0.437,0.1116,0.1003570612244861,0.013725795918367492,0.10499890139930512,-1.6423872650662417
150000,5000,9099,0,0.18892494207572263,0.10092807999999895,0.3752,0.0971,0.09653510204081442,0.04116955102040726,0.5586637356671993,3.286830335846957
150000,5000,7556,0,0.1880823030050267,0.1048286399999985,0.4026,0.1111,0.10000481632652829,0.04327183673469289,0.4127303914595213,2.7229729453548734
150000,5000,7714,0,0.22260141485605056,0.10772119999999809,0.395,0.1033,0.1019740408163243,0.03501632653061153,0.5730081360574611,1.8952011205118182
150000,5000,7106,0,0.26236115482157507,0.10187263999999836,0.4088,0.114,0.09863763265305857,0.0204173877551025,0.29599640658111553,-0.7233219615875642
150000,5000,7849,0,0.12617070286695287,0.10507815999999832,0.4224,0.1645,0.10259102040816051,0.06047551020408213,0.3221157351577605,2.367224077467323
150000,5000,8469,0,0.10667804242168832,0.09504863999999863,0.3744,0.1541,0.09184351020407974,0.061604979591837424,0.3620038479114423,2.8938166784162296
150000,5000,7203,0,0.17843975239900456,0.10014183999999791,0.4166,0.1533,0.09981640816326272,0.039813224489796496,0.26829030154032585,0.5976140551389578
150000,5000,6046,0,0.08532794095650309,0.1075472799999986,0.4163,0.2197,0.1015426122448951,0.07973069387755116,0.3391914764508831,2.290875140866123
150000,5000,6483,0,0.15299964167859548,0.09681447999999798,0.4016,0.1433,0.09837191836734446,0.04386906122448992,0.3561397845831223,1.3585141914307917
150000,5000,5817,0,0.10618300730181385,0.10195439999999832,0.4139,0.1746,0.09939591836734428,0.06536628571428593,0.27726894300502325,2.4780961299333186
150000,5000,8726,0,0.3467063725465349,0.10495919999999921,0.376,0.0865,0.09831526530612046,0.0035171428571428008,0.6273911015635761,-2.988534340591003
150000,5000,10154,0,0.22633246197224133,0.10367935999999861,0.4132,0.0563,0.10213975510203835,0.02867853061224502,0.3929517600921965,4.673927988209614
150000,5000,5779,0,0.12746585997686677,0.10672575999999792,0.4395,0.1701,0.10322693877550745,0.061960979591837474,0.19074948432469543,2.3121150431944675
150000,5000,8644,0,0.07737256050550367,0.10273743999999858,0.4027,0.1992,0.10104595918367076,0.0749161632653053,0.4541572560317529,2.5066703531198815
150000,5000,11466,0,0.30620774960117736,0.09372239999999843,0.3847,0.0288,0.09329175510203859,0.006269551020408132,0.3159977334316744,-0.09035247143034839
150000,5000,8485,0,0.1858444211628032,0.101655119999998,0.4019,0.0996,0.10008799999999735,0.03949706122448958,0.42322907376397334,2.837860231576081
150000,5000,10041,0,0.16253897809553708,0.10129663999999851,0.417,0.1171,0.09883297959183389,0.04710963265306199,0.22580462232968257,2.933358757756947
150000,5000,7469,0,0.14651461572718993,0.10247087999999895,0.4071,0.1581,0.10260873469387502,0.04995346938775594,0.4726577906119284,1.5199066856845678
150000,5000,8206,0,0.13636231508124907,0.10026943999999798,0.4013,0.1565,0.09886865306122213,0.05354130612244943,0.37946402146955716,1.948681207549562
150000,5000,14034,0,0.14796283711953184,0.101406879999999,0.3842,0.1014,0.0989537959183649,0.051577959183673444,0.5630791685333956,4.673805649811405
150000,5000,6787,0,0.08758674504111008,0.09834231999999865,0.4034,0.1894,0.09468677551020172,0.07031861224489785,0.1882455519249708,2.4274979674856008
150000,5000,9901,0,0.2713337575647231,0.09966151999999898,0.3746,0.0436,0.09468130612244667,0.01956089795918357,0.484198856551725,3.6756400218277454
150000,5000,10861,0,0.2769212528342808,0.09277791999999875,0.3626,0.105,0.08971444897959016,0.01535975510204058,0.39664852781141585,-1.260611498433967
150000,5000,8734,0,0.13366749902923092,0.10234919999999849,0.4032,0.1331,0.09773599999999698,0.05869159183673414,0.3142958470675388,3.5678367053221334
150000,5000,6778,0,0.09727771286496967,0.09837055999999858,0.4076,0.1509,0.09897281632652791,0.06288465306122455,0.32115508036350415,3.1716809647748354
150000,5000,6833,0,0.327885581477139,0.10196479999999891,0.3904,0.0258,0.09848628571428332,0.00473346938775512,0.4762893349745132,-0.6455866902036079
